Fenology	Rmax	M	Gamma	GenTime	MutRate	alpha	P	Kpftfactor	randomTrend	islandSide	Growth	Mrecruit	Germ	Mseed	Annual	Mass	Lineage	MotherspID	optimalAltitude	MassSeedling	MassSeed	KpftfactorSeedling	generalist	verticalgeneralist	speciesType	yearOfSpec
893	0.968913	0.033912	-0.054	0.847	6.45942e-015	0.00601	0.38	0.0438675	0.23	4	0.0340966	0.0340966	0.340642	0.340642	0	200000	257	0	6	40000	0.0134986	0.0109669	4	2	0	0
30565	0.569882	0.0199459	-0.124	0.992	3.79921e-015	0.02301	0.69	0.413171	0.12	1	0.0200544	0.0200544	0.205598	0.205598	0	3.3e+006	258	0	4	660000	0.200855	0.103293	4	6	0	0
716	0.441952	0.0154683	-0.455	0.421	2.94635e-015	0.02201	0.76	0.71064	0.48	2	0.0155525	0.0155525	0.254976	0.254976	0	6.5e+006	259	0	5	1.3e+006	0.0604965	0.17766	2	1	0	0
21598	1.77893	0.0622626	-0.114	0.828	1.18595e-014	0.01801	0.58	0.00772711	0.36	4	0.0626015	0.0626015	0.289664	0.289664	0	68000	260	0	2	13600	0.0997418	0.00193178	2	7	0	0
4984	4.53899	0.158865	-0.387	0.278	3.026e-014	0.03401	0.75	0.000406457	0.16	2	0.15973	0.15973	0.276484	0.276484	0	820	261	0	4	164	0.0614166	0.000101614	1	2	0	0
3693	0.609035	0.0213162	-0.746	0.357	4.06024e-015	0.00101	0.65	0.745415	0.62	4	0.0214323	0.0214323	0.216323	0.216323	0	6.9e+006	262	0	1	1.38e+006	0.447012	0.186354	1	3	0	0
10342	1.62334	0.0568167	-0.528	0.889	1.08222e-014	0.02001	0.41	0.00318589	0.23	3	0.057126	0.057126	0.145479	0.145479	0	18000	263	0	7	3600	0.28775	0.000796473	4	7	0	0
9689	0.388272	0.0135895	-0.737	0.443	2.58848e-015	0.00701	0.88	0.62174	1	4	0.0136635	0.0136635	0.275864	0.275864	0	5.5e+006	264	0	7	1.1e+006	0.0222554	0.155435	2	4	0	0
4704	1.66846	0.0583962	-0.391	0.494	1.11231e-014	0.02501	0.53	0.00467519	0.31	4	0.0587141	0.0587141	0.160673	0.160673	0	32000	265	0	5	6400	0.383667	0.0011688	3	7	0	0
16884	1.27703	0.0446961	-0.065	0.796	8.51355e-015	0.02901	0.35	0.0060407	0.03	1	0.0449395	0.0449395	0.129032	0.129032	0	47000	266	0	7	9400	0.464973	0.00151017	4	4	0	0
10826	1.21834	0.042642	-0.958	0.762	8.12229e-015	0.03901	0.83	0.00861125	0.9	4	0.0428742	0.0428742	0.0606932	0.0606932	0	80000	267	0	6	16000	13.3943	0.00215281	1	6	0	0
21285	4.67286	0.16355	-0.972	0.389	3.11524e-014	0.04401	0.93	0.000376147	0.6	2	0.16444	0.16444	0.280531	0.280531	1	730	268	0	4	146	0.0579483	9.40368e-005	3	2	0	0
2390	2.11997	0.0741991	-0.847	0.915	1.41332e-014	0.00401	0.39	0.0060407	0.63	3	0.074603	0.074603	0.214203	0.214203	0	47000	269	0	1	9400	0.464973	0.00151017	4	3	0	0
25620	8.75512	0.306429	-0.707	0.856	5.83674e-014	0.02901	0.65	4.48039e-005	0.31	3	0.308097	0.308097	0.352683	0.352683	0	30	270	0	6	6	0.0117473	1.1201e-005	3	7	0	0
26941	4.37756	0.153215	-0.06	0.832	2.91837e-014	0.04601	0.41	0.000284434	0.31	2	0.154049	0.154049	0.249385	0.249385	0	480	271	0	6	96	0.0469894	7.11086e-005	1	4	0	0
17270	3.54664	0.124132	-0.556	0.691	2.36443e-014	0.00901	0.51	0.00153173	0.36	4	0.124808	0.124808	0.277057	0.277057	0	6000	272	0	1	1200	0.166132	0.000382933	4	3	0	0
21049	2.09155	0.0732044	-0.156	0.364	1.39437e-014	0.04101	0.6	0.00780267	0.46	2	0.0736029	0.0736029	0.509927	0.509927	0	69000	273	0	0	13800	0.0201375	0.00195067	3	1	0	0
23684	6.25975	0.219091	-0.949	0.964	4.17317e-014	0.02701	0.77	0.000419569	0.77	3	0.220284	0.220284	0.383577	0.383577	1	860	274	0	0	172	0.0628967	0.000104892	3	2	0	0
18842	0.580428	0.020315	-0.859	0.521	3.86952e-015	0.02901	0.51	0.666561	0.84	2	0.0204256	0.0204256	0.249316	0.249316	0	6e+006	275	0	2	1.2e+006	0.181741	0.16664	3	5	0	0
5165	0.677722	0.0237203	-0.704	0.46	4.51815e-015	0.04401	0.55	0.529528	0.6	1	0.0238494	0.0238494	0.469549	0.469549	0	4.5e+006	276	0	1	900000	0.0201375	0.132382	4	1	0	0
9090	0.405802	0.0142031	563	0.788	2.70535e-015	0.02601	0.39	0.71064	0.67	1	0.0142804	0.0142804	0.258742	0.258742	0	6.5e+006	277	0	6	1.3e+006	0.040552	0.17766	3	7	0	0
3058	0.440066	0.0154023	-0.337	0.517	2.93377e-015	0.00801	0.86	0.548273	0.41	3	0.0154862	0.0154862	0.293193	0.293193	0	4.7e+006	278	0	6	940000	0.024596	0.137068	1	3	0	0
6157	4.36995	0.152948	375	0.661	2.9133e-014	0.02801	0.85	0.000358771	0.55	3	0.153781	0.153781	0.26003	0.26003	0	680	279	0	5	136	0.0559285	8.96927e-005	1	3	0	0
19326	0.637396	0.0223088	-0.001	0.689	4.2493e-015	0.00601	0.7	0.839056	0.97	2	0.0224303	0.0224303	0.0842903	0.0842903	0	8e+006	280	0	0	1.6e+006	26.9728	0.209764	2	2	0	0
560	1.45341	0.0508695	-0.947	0.34	9.68943e-015	0.03801	0.58	0.00846714	0.18	2	0.0511464	0.0511464	0.137817	0.137817	0	78000	281	0	4	15600	0.994843	0.00211679	1	1	0	0
24928	3.51377	0.122982	-0.465	0.585	2.34251e-014	0.02001	0.9	0.000406457	1	4	0.123651	0.123651	0.214034	0.214034	1	820	282	0	7	164	0.0614166	0.000101614	1	3	0	0
15871	6.50639	0.227724	-0.581	0.956	4.33759e-014	0.03101	0.67	0.000243417	0.97	1	0.228963	0.228963	0.359995	0.359995	0	380	283	0	2	76	0.0418091	6.08542e-005	1	2	0	0
20757	4.75929	0.166575	-0.616	0.437	3.17286e-014	0.04301	0.39	0.00044835	0.93	2	0.167482	0.167482	0.295284	0.295284	0	950	284	0	3	190	0.066106	0.000112088	4	4	0	0
23470	1.79288	0.0627507	-0.681	0.509	1.19525e-014	0.02001	0.57	0.00385936	0.83	3	0.0630924	0.0630924	0.166556	0.166556	0	24000	285	0	5	4800	0.332265	0.00096484	1	7	0	0
21851	4.19596	0.146859	-0.599	0.896	2.79731e-014	0.01901	0.56	0.000399822	0.01	3	0.147658	0.147658	0.254801	0.254801	0	800	286	0	5	160	0.060663	9.99554e-005	4	6	0	0
1486	1.53313	0.0536594	-0.728	0.338	1.02208e-014	0.03901	0.9	0.00734357	0.62	4	0.0539515	0.0539515	0.0901004	0.0901004	0	63000	287	0	4	12600	5.44572	0.00183589	3	5	0	0
2156	1.95714	0.0684997	-0.611	0.657	1.30476e-014	0.04501	0.66	0.00931461	0.03	1	0.0688727	0.0688727	0.105559	0.105559	0	90000	288	0	0	18000	10.9663	0.00232865	1	7	0	0
8624	0.590651	0.0206728	488	0.549	3.93768e-015	0.01201	0.74	0.822232	0.62	2	0.0207853	0.0207853	0.424866	0.424866	0	7.8e+006	289	0	1	1.56e+006	0.0300417	0.205558	3	3	0	0
26713	0.801536	0.0280537	-0.367	0.585	5.34357e-015	0.01701	0.55	0.309529	0.32	2	0.0282065	0.0282065	0.0996608	0.0996608	0	2.3e+006	290	0	1	460000	9.92275	0.0773822	2	3	0	0
30275	7.40148	0.259052	120	0.547	4.93432e-014	0.01901	0.85	0.000268406	0.9	4	0.260462	0.260462	0.417093	0.417093	1	440	291	0	0	88	0.0449889	6.71015e-005	4	5	0	0
9883	8.07869	0.282754	-0.405	0.803	5.3858e-014	0.01601	0.99	0.000212524	0.41	1	0.284294	0.284294	0.435757	0.435757	0	310	292	0	0	62	0.0377624	5.3131e-005	4	3	0	0
3264	6.06593	0.212308	-0.861	0.7	4.04395e-014	0.03801	0.4	0.0002348	0.13	1	0.213463	0.213463	0.333364	0.333364	1	360	293	0	3	72	0.040694	5.87e-005	2	4	0	0
15759	4.19596	0.146859	-0.68	0.769	2.79731e-014	0.03701	0.84	0.000399822	0.11	3	0.147658	0.147658	0.254801	0.254801	0	800	294	0	5	160	0.060663	9.99554e-005	3	7	0	0
24977	5.45524	0.190934	-0.241	0.22	3.63683e-014	0.04901	0.67	0.000198583	0.7	3	0.191973	0.191973	0.290531	0.290531	0	280	295	0	5	56	0.0358887	4.96458e-005	3	5	0	0
30690	3.61739	0.126609	791	0.461	2.41159e-014	0.01901	0.82	0.000376147	0.29	2	0.127298	0.127298	0.217167	0.217167	1	730	296	0	7	146	0.0579483	9.40368e-005	1	2	0	0
5347	0.556475	0.0194766	-0.543	0.751	3.70984e-015	0.01401	0.75	0.995009	0.45	1	0.0195827	0.0195827	0.195737	0.195737	0	9.9e+006	297	0	1	1.98e+006	0.666863	0.248752	1	1	0	0
11211	1.8432	0.0645121	-0.448	0.223	1.2288e-014	0.02601	0.93	0.00702937	0.65	1	0.0648633	0.0648633	0.167122	0.167122	0	59000	298	0	2	11800	0.900171	0.00175734	1	6	0	0
17977	2.48239	0.0868836	323	0.269	1.65493e-014	0.02501	0.62	0.00396582	0.5	4	0.0873566	0.0873566	0.23179	0.23179	0	25000	299	0	1	5000	0.339116	0.000991456	2	5	0	0
4193	0.38315	0.0134103	-0.94	0.946	2.55434e-015	0.04801	0.39	0.648726	0.11	3	0.0134833	0.0134833	0.255931	0.255931	0	5.8e+006	300	0	7	1.16e+006	0.0300417	0.162181	3	4	0	0
27027	0.601569	0.0210549	-0.903	0.994	4.01046e-015	0.00901	0.92	0.594459	0.51	4	0.0211695	0.0211695	0.126941	0.126941	0	5.2e+006	301	0	2	1.04e+006	2.70426	0.148615	3	4	0	0
18733	1.23347	0.0431714	-0.562	0.682	8.22312e-015	0.03801	0.95	0.00662644	0.38	2	0.0434064	0.0434064	0.126812	0.126812	0	54000	302	0	7	10800	0.498397	0.00165661	4	6	0	0
10019	7.40148	0.259052	-0.664	0.315	4.93432e-014	0.04701	0.59	0.000268406	0.93	2	0.260462	0.260462	0.417093	0.417093	0	440	303	0	0	88	0.0449889	6.71015e-005	1	3	0	0
29480	0.345228	0.012083	-0.956	0.847	2.30152e-015	0.01101	0.56	0.905535	0.22	2	0.0121487	0.0121487	0.101485	0.101485	0	8.8e+006	304	0	7	1.76e+006	1.2151	0.226384	1	1	0	0
31192	1.61361	0.0564764	-0.932	0.985	1.07574e-014	0.04901	0.81	0.00407088	0.98	2	0.0567839	0.0567839	0.15141	0.15141	0	26000	305	0	6	5200	0.345832	0.00101772	2	4	0	0
12826	2.49375	0.0872812	-0.091	0.718	1.6625e-014	0.03301	0.82	0.00200708	0.3	2	0.0877563	0.0877563	0.204935	0.204935	0	9000	306	0	4	1800	0.20347	0.00050177	2	1	0	0
25304	6.09035	0.213162	-0.556	0.802	4.06024e-014	0.00301	0.5	0.000362279	0.73	1	0.214323	0.214323	0.363063	0.363063	0	690	307	0	1	138	0.0563383	9.05698e-005	2	2	0	0
26124	0.420917	0.0147321	-0.936	0.686	2.80612e-015	0.01501	0.86	0.830655	0.82	2	0.0148123	0.0148123	0.193672	0.193672	0	7.9e+006	308	0	5	1.58e+006	0.181741	0.207664	3	4	0	0
24783	0.4689	0.0164115	-0.947	0.729	3.126e-015	0.01601	0.38	0.771232	0.79	3	0.0165008	0.0165008	0.0634927	0.0634927	0	7.2e+006	309	0	4	1.44e+006	22.0835	0.192808	3	4	0	0
11664	1.5569	0.0544917	-0.059	0.639	1.03794e-014	0.03501	0.75	0.00447833	0.16	4	0.0547883	0.0547883	0.148725	0.148725	0	30000	310	0	6	6000	0.371484	0.00111958	3	6	0	0
16009	1.54391	0.0540367	310	0.325	1.02927e-014	0.03901	0.9	0.00364188	0.95	4	0.0543309	0.0543309	0.141875	0.141875	0	22000	311	0	7	4400	0.318119	0.00091047	1	2	0	0
24518	3.11637	0.109073	-0.315	0.485	2.07758e-014	0.00601	0.85	0.00269448	0.55	4	0.109667	0.109667	0.270644	0.270644	0	14000	312	0	0	2800	0.253772	0.000673621	1	3	0	0
26850	0.441952	0.0154683	115	0.407	2.94635e-015	0.00201	0.44	0.71064	0.08	1	0.0155525	0.0155525	0.126617	0.126617	0	6.5e+006	313	0	5	1.3e+006	0.994843	0.17766	3	4	0	0
11021	0.670394	0.0234638	76	0.721	4.4693e-015	0.03101	0.7	0.548273	0.36	4	0.0235915	0.0235915	0.0972002	0.0972002	0	4.7e+006	314	0	1	940000	10.9663	0.137068	3	4	0	0
20520	2.19478	0.0768172	568	0.379	1.46318e-014	0.04501	0.45	0.0028213	0.22	1	0.0772354	0.0772354	0.192258	0.192258	0	15000	315	0	4	3000	0.262679	0.000705325	2	2	0	0
14204	0.535201	0.018732	-0.873	0.645	3.568e-015	0.00501	0.68	0.864135	0.23	2	0.018834	0.018834	0.381351	0.381351	0	8.3e+006	316	0	2	1.66e+006	0.0332012	0.216034	1	1	0	0
6453	0.62472	0.0218652	-0.723	0.622	4.1648e-015	0.03201	0.44	0.403124	0.96	3	0.0219842	0.0219842	0.359641	0.359641	0	3.2e+006	317	0	3	640000	0.0300417	0.100781	1	1	0	0
25756	5.60498	0.196174	-0.515	0.55	3.73665e-014	0.04901	0.73	0.000362279	0.81	4	0.197242	0.197242	0.334128	0.334128	1	690	318	0	2	138	0.0563383	9.05698e-005	4	5	0	0
22785	0.685125	0.0239794	-0.395	0.543	4.5675e-015	0.04901	0.79	0.132981	0.17	2	0.0241099	0.0241099	0.088308	0.088308	0	800000	319	0	6	160000	2.98867	0.0332453	2	5	0	0
2615	1.39508	0.0488277	-0.841	0.786	9.30051e-015	0.00901	0.98	0.00477208	0.83	2	0.0490935	0.0490935	0.134864	0.134864	0	33000	320	0	7	6600	0.389615	0.00119302	1	7	0	0
14002	0.344254	0.0120489	-0.091	0.71	2.29503e-015	0.04301	0.99	0.913757	0.5	2	0.0121145	0.0121145	0.320508	0.320508	0	8.9e+006	321	0	7	1.78e+006	0.012214	0.228439	4	6	0	0
26692	0.521299	0.0182455	-0.92	0.206	3.47533e-015	0.03101	0.66	0.719373	0.67	4	0.0183448	0.0183448	0.0909316	0.0909316	0	6.6e+006	322	0	3	1.32e+006	7.35095	0.179843	4	2	0	0
4958	9.1342	0.319697	-0.513	0.361	6.08947e-014	0.03401	0.53	6.29796e-005	0.39	1	0.321437	0.321437	0.392216	0.392216	1	50	323	0	4	10	0.0151658	1.57449e-005	2	4	0	0
10802	1.59336	0.0557677	308	0.326	1.06224e-014	0.00701	0.62	0.00662644	0.26	4	0.0560713	0.0560713	0.163812	0.163812	0	54000	324	0	4	10800	0.498397	0.00165661	3	4	0	0
13284	7.06983	0.247444	554	0.608	4.71322e-014	0.01801	0.67	0.000243417	0.61	3	0.248791	0.248791	0.391169	0.391169	0	380	325	0	1	76	0.0418091	6.08542e-005	1	3	0	0
17982	1.12155	0.0392541	-0.991	0.396	7.47697e-015	0.04001	0.62	0.105643	0.63	2	0.0394678	0.0394678	0.115789	0.115789	0	600000	326	0	1	120000	5.44572	0.0264107	3	2	0	0
21078	3.85274	0.134846	-0.983	0.654	2.56849e-014	0.00301	0.77	0.000399822	0.92	3	0.13558	0.13558	0.233959	0.233959	1	800	327	0	6	160	0.060663	9.99554e-005	3	3	0	0
14135	1.78745	0.0625608	-0.167	0.854	1.19163e-014	0.01701	0.83	0.00952045	0.32	1	0.0629014	0.0629014	0.299398	0.299398	0	93000	328	0	1	18600	0.121825	0.00238011	1	2	0	0
15100	0.609236	0.0213233	-0.084	0.752	4.06157e-015	0.02901	0.39	0.254412	0.16	4	0.0214393	0.0214393	0.319312	0.319312	0	1.8e+006	329	0	5	360000	0.024596	0.0636029	4	1	0	0
17923	3.76202	0.131671	-0.847	0.493	2.50802e-014	0.03201	0.7	0.000426048	0.42	1	0.132388	0.132388	0.231188	0.231188	0	880	330	0	6	176	0.0636239	0.000106512	1	1	0	0
23900	7.71488	0.270021	274	0.506	5.14325e-014	0.01201	0.69	7.8815e-005	0.18	1	0.271491	0.271491	0.345501	0.345501	0	70	331	0	5	14	0.0179444	1.97038e-005	4	6	0	0
30942	5.06452	0.177258	712	0.478	3.37634e-014	0.04601	0.85	0.00015335	0.07	2	0.178223	0.178223	0.25696	0.25696	1	190	332	0	7	38	0.0295635	3.83375e-005	4	4	0	0
20124	1.94078	0.0679272	-0.984	0.806	1.29385e-014	0.02601	0.97	0.00612607	0.69	2	0.068297	0.068297	0.196614	0.196614	0	48000	333	0	2	9600	0.469894	0.00153152	3	1	0	0
9247	0.651827	0.0228139	-0.097	0.784	4.34551e-015	0.03001	0.39	0.351892	0.64	2	0.0229381	0.0229381	0.0864968	0.0864968	0	2.7e+006	334	0	3	540000	8.97847	0.0879731	3	1	0	0
2455	0.679334	0.0237767	-0.567	0.316	4.5289e-015	0.02401	0.59	0.684277	0.58	1	0.0239061	0.0239061	0.0864241	0.0864241	0	6.2e+006	335	0	0	1.24e+006	24.406	0.171069	1	6	0	0
6965	6.13848	0.214847	-0.322	0.974	4.09232e-014	0.02901	0.36	0.000442036	0.76	3	0.216016	0.216016	0.379843	0.379843	0	930	336	0	0	186	0.0654064	0.000110509	3	1	0	0
13721	0.628715	0.022005	-0.66	0.456	4.19143e-015	1e-005	0.58	0.132981	0.25	4	0.0221248	0.0221248	0.269053	0.269053	0	800000	337	0	7	160000	0.024596	0.0332453	4	1	0	0
27962	0.531818	0.0186136	-0.266	0.825	3.54546e-015	0.02901	0.58	0.393014	0.58	1	0.018715	0.018715	0.058333	0.058333	0	3.1e+006	338	0	5	620000	22.0835	0.0982536	3	5	0	0
22493	1.79229	0.0627301	415	0.683	1.19486e-014	0.00901	0.68	0.00945208	0.87	1	0.0630716	0.0630716	0.107423	0.107423	0	92000	339	0	1	18400	7.35095	0.00236302	4	6	0	0
25913	0.391541	0.0137039	-0.627	0.844	2.61027e-015	0.00101	0.95	0.796834	0.32	4	0.0137785	0.0137785	0.105197	0.105197	0	7.5e+006	340	0	6	1.5e+006	1.48413	0.199209	2	6	0	0
23241	0.415747	0.0145512	-0.573	0.878	2.77165e-015	0.02801	0.58	0.657659	0.45	1	0.0146304	0.0146304	0.164981	0.164981	0	5.9e+006	341	0	6	1.18e+006	0.245325	0.164415	2	4	0	0
13338	0.59592	0.0208572	-0.561	0.473	3.9728e-015	0.01201	0.68	0.61268	0.64	3	0.0209707	0.0209707	0.106561	0.106561	0	5.4e+006	342	0	2	1.08e+006	5.44572	0.15317	3	3	0	0
1356	7.73745	0.270811	482	0.559	5.1583e-014	0.00201	0.39	0.00015335	0.59	4	0.272285	0.272285	0.392577	0.392577	1	190	343	0	2	38	0.0295635	3.83375e-005	2	7	0	0
25995	4.37504	0.153126	-0.131	0.379	2.91669e-014	0.01901	0.94	0.00044835	0.55	1	0.15396	0.15396	0.271444	0.271444	1	950	344	0	4	190	0.066106	0.000112088	3	4	0	0
30660	5.80601	0.203211	183	0.676	3.87068e-014	0.00901	0.89	0.000106527	0.9	3	0.204317	0.204317	0.275128	0.275128	1	110	345	0	7	22	0.0224944	2.66317e-005	1	2	0	0
12808	0.677722	0.0237203	-0.87	0.591	4.51815e-015	0.02501	0.46	0.529528	0.01	3	0.0238494	0.0238494	0.186191	0.186191	0	4.5e+006	346	0	1	900000	0.814509	0.132382	2	5	0	0
28338	0.470399	0.016464	129	0.817	3.136e-015	0.01501	0.57	0.442956	0.3	4	0.0165536	0.0165536	0.222701	0.222701	0	3.6e+006	347	0	6	720000	0.0738906	0.110739	2	4	0	0
31037	0.777341	0.0272069	-0.805	0.394	5.18227e-015	0.04101	0.45	0.341427	1	4	0.027355	0.027355	0.221799	0.221799	0	2.6e+006	348	0	1	520000	0.404473	0.0853567	3	3	0	0
30419	2.20134	0.0770468	-0.36	0.479	1.46756e-014	0.03201	0.5	0.00437826	0.17	4	0.0774663	0.0774663	0.209396	0.209396	0	29000	349	0	2	5800	0.36524	0.00109456	3	4	0	0
27244	0.812158	0.0284255	-0.776	0.768	5.41439e-015	0.03601	0.81	0.132981	0.09	2	0.0285803	0.0285803	0.314481	0.314481	0	800000	350	0	4	160000	0.036693	0.0332453	3	2	0	0
628	1.70261	0.0595915	-0.238	0.938	1.13508e-014	0.02001	0.8	0.00694973	0.16	4	0.0599159	0.0599159	0.218134	0.218134	0	58000	351	0	3	11600	0.22198	0.00173743	1	1	0	0
9132	2.62481	0.0918682	-0.298	0.581	1.74987e-014	0.03401	0.85	0.00341769	0.02	2	0.0923684	0.0923684	0.238347	0.238347	0	20000	352	0	1	4000	0.303315	0.000854424	3	4	0	0
20110	0.423117	0.0148091	-0.536	0.665	2.82078e-015	0.00201	0.85	0.472248	0.06	1	0.0148897	0.0148897	0.189598	0.189598	0	3.9e+006	353	0	7	780000	0.0997418	0.118062	2	3	0	0
28859	0.663826	0.0232339	700	0.307	4.42551e-015	0.00601	0.87	0.73676	0.46	4	0.0233604	0.0233604	0.485057	0.485057	0	6.8e+006	354	0	0	1.36e+006	0.024596	0.18419	4	3	0	0
21087	1.47604	0.0516613	-0.769	0.963	9.84025e-015	0.02001	0.96	0.0438675	0.62	2	0.0519425	0.0519425	0.299398	0.299398	0	200000	355	0	1	40000	0.121825	0.0109669	2	7	0	0
4548	7.70041	0.269514	466	0.345	5.13361e-014	0.02701	0.36	0.000193827	0.39	1	0.270982	0.270982	0.408242	0.408242	0	270	356	0	1	54	0.035242	4.84567e-005	4	2	0	0
15844	3.17465	0.111113	-0.31	0.888	2.11643e-014	0.04701	0.71	0.00256461	0.45	3	0.111718	0.111718	0.273163	0.273163	0	13000	357	0	0	2600	0.24454	0.000641152	2	5	0	0
19578	2.02912	0.0710192	-0.939	0.441	1.35275e-014	0.01001	0.69	0.00678905	0.75	3	0.0714058	0.0714058	0.545538	0.545538	0	56000	358	0	1	11200	0.0110517	0.00169726	4	2	0	0
20849	4.05188	0.141816	-0.421	0.735	2.70125e-014	0.01901	0.56	0.000438862	0.25	2	0.142588	0.142588	0.250388	0.250388	0	920	359	0	5	184	0.0650538	0.000109715	4	3	0	0
7731	0.702258	0.024579	-0.791	0.862	4.68172e-015	0.04501	0.5	0.362281	0.2	3	0.0247128	0.0247128	0.133449	0.133449	0	2.8e+006	360	0	2	560000	2.21406	0.0905702	2	4	0	0
15750	0.600515	0.021018	-0.411	0.533	4.00344e-015	0.01601	0.35	0.779789	0.5	3	0.0211325	0.0211325	0.394166	0.394166	0	7.3e+006	361	0	1	1.46e+006	0.040552	0.194947	3	5	0	0
2205	2.33382	0.0816837	522	0.432	1.55588e-014	0.03301	0.78	0.00467519	0.95	1	0.0821284	0.0821284	0.224747	0.224747	0	32000	362	0	1	6400	0.383667	0.0011688	1	5	0	0
21043	1.55848	0.0545467	-0.745	0.451	1.03898e-014	0.02901	0.5	0.00702937	0.17	3	0.0548436	0.0548436	0.347556	0.347556	0	59000	363	0	4	11800	0.024596	0.00175734	2	4	0	0
24821	4.90799	0.171779	-0.075	0.676	3.27199e-014	0.00501	0.53	0.000413039	0.51	3	0.172715	0.172715	0.299862	0.299862	0	840	364	0	3	168	0.0621611	0.00010326	3	2	0	0
21030	8.2869	0.290041	-0.235	0.838	5.5246e-014	0.03801	0.63	0.000198583	0.56	3	0.29162	0.29162	0.441336	0.441336	0	280	365	0	0	56	0.0358887	4.96458e-005	4	1	0	0
11244	0.484508	0.0169578	627	0.756	3.23005e-015	0.00201	0.69	0.529528	0.58	1	0.0170501	0.0170501	0.0807347	0.0807347	0	4.5e+006	366	0	5	900000	6.01845	0.132382	2	2	0	0
749	5.01592	0.175557	-0.917	0.43	3.34394e-014	0.01801	0.77	0.000389764	0.54	2	0.176513	0.176513	0.303141	0.303141	1	770	367	0	3	154	0.0595147	9.74409e-005	4	6	0	0
9448	0.587188	0.0205516	-0.875	0.906	3.91459e-015	0.01101	0.91	0.491525	0.69	4	0.0206635	0.0206635	0.0864968	0.0864968	0	4.1e+006	368	0	3	820000	8.97847	0.122881	2	6	0	0
3604	2.31593	0.0810577	-0.423	0.227	1.54396e-014	0.02601	0.71	0.00477208	0.02	3	0.081499	0.081499	0.223884	0.223884	0	33000	369	0	1	6600	0.389615	0.00119302	1	5	0	0
26306	0.578096	0.0202334	-0.402	0.232	3.85397e-015	0.04701	0.43	0.880753	0.66	4	0.0203435	0.0203435	0.481436	0.481436	0	8.5e+006	370	0	1	1.7e+006	0.0182212	0.220188	3	1	0	0
27489	1.54294	0.0540028	-0.832	0.89	1.02863e-014	0.01701	0.54	0.00903656	0.41	4	0.0542968	0.0542968	0.368746	0.368746	0	86000	371	0	3	17200	0.0271828	0.00225914	1	1	0	0
17141	6.27808	0.219733	-0.054	0.961	4.18539e-014	0.03801	0.6	0.00041631	0.37	2	0.220929	0.220929	0.384138	0.384138	1	850	372	0	0	170	0.06253	0.000104078	3	7	0	0
30701	2.03497	0.0712241	11	0.922	1.35665e-014	0.02001	0.82	0.00839463	0.41	1	0.0716118	0.0716118	0.240872	0.240872	0	77000	373	0	0	15400	0.404473	0.00209866	2	7	0	0
3446	0.676622	0.0236818	-0.751	0.29	4.51082e-015	0.01701	0.84	0.693093	0.17	4	0.0238107	0.0238107	0.536071	0.536071	0	6.3e+006	374	0	0	1.26e+006	0.0164872	0.173273	4	3	0	0
25581	0.37835	0.0132423	-0.332	0.981	2.52233e-015	0.02301	0.52	0.675434	0.41	3	0.0133143	0.0133143	0.175899	0.175899	0	6.1e+006	375	0	7	1.22e+006	0.134637	0.168858	3	5	0	0
31028	0.435231	0.0152331	-0.37	0.686	2.90154e-015	0.01301	0.43	0.978895	0.4	2	0.015316	0.015316	0.210803	0.210803	0	9.7e+006	376	0	4	1.94e+006	0.181741	0.244724	2	1	0	0
4149	1.77332	0.0620662	-0.605	0.529	1.18221e-014	0.02801	0.83	0.00972408	0.7	3	0.0624041	0.0624041	0.0857789	0.0857789	0	96000	377	0	1	19200	18.0804	0.00243102	2	6	0	0
30507	6.56844	0.229895	-0.377	0.677	4.37896e-014	0.02401	0.37	0.000296164	0.27	2	0.231147	0.231147	0.377044	0.377044	0	510	378	0	1	102	0.0484355	7.40411e-005	1	3	0	0
15858	5.48935	0.192127	-0.804	0.865	3.65957e-014	0.01301	0.93	0.000382986	0.75	2	0.193173	0.193173	0.330664	0.330664	1	750	379	0	2	150	0.0587367	9.57464e-005	3	6	0	0
16040	0.587919	0.0205772	-0.683	0.586	3.91946e-015	0.01001	0.48	0.639763	0.98	4	0.0206892	0.0206892	0.0940401	0.0940401	0	5.7e+006	380	0	2	1.14e+006	8.97847	0.159941	1	7	0	0
4597	6.56844	0.229895	-0.159	0.804	4.37896e-014	0.04001	0.72	0.000296164	0.06	4	0.231147	0.231147	0.377044	0.377044	0	510	381	0	1	102	0.0484355	7.40411e-005	1	6	0	0
17292	1.00391	0.0351369	-0.414	0.858	6.69275e-015	0.01501	0.77	0.196098	1	4	0.0353282	0.0353282	0.24697	0.24697	0	1.3e+006	382	0	0	260000	0.365982	0.0490245	3	6	0	0
20553	2.0855	0.0729926	-0.27	0.407	1.39033e-014	0.02301	0.77	0.00505706	0.72	4	0.0733899	0.0733899	0.203813	0.203813	0	36000	383	0	2	7200	0.40694	0.00126426	3	4	0	0
4914	1.48075	0.0518264	-0.819	0.921	9.87169e-015	0.04301	0.75	0.00407088	0.29	2	0.0521085	0.0521085	0.138943	0.138943	0	26000	384	0	7	5200	0.345832	0.00101772	3	2	0	0
4358	2.30799	0.0807795	-0.869	0.41	1.53866e-014	0.03801	0.56	0.00385936	0.97	4	0.0812193	0.0812193	0.214409	0.214409	0	24000	385	0	2	4800	0.332265	0.00096484	1	2	0	0
